,canonical_smiles,standard_value,bioactivity_binary,bioactivity_binary_class,bioactivity_multiclass,mol_wt,log_p,proton_donors,proton_acceptors
6613,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3OC1CC(N)C(O)C(C)O1.Cl,10000.0,inactive,0,inactive,563.987,1.4506999999999997,5.0,11.0
6614,CC[C@H](C)c1occ2c(O)c(C(=O)O)c(=O)cc-2c1C,10000.0,inactive,0,inactive,276.288,2.970320000000001,2.0,4.0
6615,COC1=C2C[C@@H](C)C[C@@H](OC)[C@@H](O)[C@H](C)/C=C(\C)[C@@H](OC(N)=O)[C@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,10000.0,inactive,0,inactive,560.644,2.4084000000000003,3.0,9.0
6616,COC1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)C(O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C.[Na+],10000.0,inactive,0,inactive,720.768,1.7581199999999995,6.0,12.0
6617,CC(=O)C(=O)NC1/C=C(C)\C=C/C(O)C/C=C(C)\C=C/C(O)CC2OC(=O)C1(C)C(=O)C2C,10000.0,inactive,0,inactive,459.539,1.7176999999999993,3.0,7.0
6618,CC1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(OC2OC(C)C(O)C(N)C2O)CC2OC(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,10000.0,inactive,0,inactive,910.108,1.6157000000000046,11.0,16.0
6619,CCC(C(=O)C(C)C(O)C(C)CCc1ccc(C)c(O)c1C(=O)O)C1OC(CC)(C2CCC(O)(CC)C(C)O2)CC1C,10000.0,inactive,0,inactive,590.798,5.842220000000006,4.0,7.0
6620,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,10000.0,inactive,0,inactive,914.187,6.180600000000006,3.0,13.0
6621,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,10000.0,inactive,0,inactive,428.437,2.5364000000000004,0.0,8.0
6622,CC1OC(CC(=O)O)CC2=C1C(=O)c1c(O)cccc1C2=O,10000.0,inactive,0,inactive,302.282,1.7199,2.0,5.0
6623,C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)/C(=C/C)NC(=O)C(C(C)O)NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(=C)NC(=O)C(C(C)C)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(N)=O,10000.0,inactive,0,inactive,1648.879,0.5090000000000112,17.0,31.0
6624,CO[C@H](/C(C)=C/C=C/C(C)=C/c1coc(C)n1)[C@H](C)[C@H]1C[C@@H](O)[C@@]2(C)O[C@H]2/C=C/[C@@H](C)[C@@H]2C[C@@H](CC(=O)O2)C[C@H]2O[C@@H]2C(=O)O1,10000.0,inactive,0,inactive,625.759,5.0454200000000045,1.0,10.0
6625,CC1Oc2cc3c(-c4c(O)cc(O)c5c(O)c6c(cc45)OC(C)C(C)C6=O)c(O)cc(O)c3c(O)c2C(=O)C1C,10000.0,inactive,0,inactive,546.528,5.093000000000007,6.0,10.0
6626,CSC1SCC2C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)c3cnc4ccccc4n3)C(=O)NC(C)C(=O)N(C)C1C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)c1cnc3ccccc3n1)C(=O)NC(C)C(=O)N2C,10000.0,inactive,0,inactive,1101.279,0.635300000000012,4.0,18.0
6627,CC(=O)O.COc1cc(C)cc2c(-c3c(O)cc(O)c4c3C[C@H](C)N[C@H]4C)cc(-c3cc(-c4c(O)cc(O)c5c4C[C@H](C)N[C@H]5C)c4cc(C)cc(OC)c4c3O)c(O)c12,10000.0,inactive,0,inactive,816.948,9.142940000000001,9.0,11.0
6628,COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(C)=O)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\C)C2,10000.0,inactive,0,inactive,692.206,3.5344000000000024,2.0,10.0
6629,COC1CC(CC2CCC(C)C(C(C)C(=O)O)O2)OC2(OC(C)(C3CCC(C)(C4OC(C5OC(O)(CO)C(C)CC5C)CC4C)O3)CC2C)C1C,10000.0,inactive,0,inactive,724.973,5.705600000000006,3.0,10.0
6630,COc1cc2oc3cc(=O)cc4oc(-c5ccccc5)cc(c2c2c1CCC(c1ccccc1)O2)c43,10000.0,inactive,0,inactive,474.512,7.434300000000005,0.0,5.0
6631,CC1COC2C3=C(C(=O)C=CC3=O)C3OC(=O)C4CC5CCC1C5C2C43,10000.0,inactive,0,inactive,354.402,1.8595999999999997,0.0,5.0
6632,O=[N+]([O-])c1ccc(/C=[N+](\[O-])CCO)o1,10000.0,inactive,0,inactive,200.15,0.10930000000000001,1.0,5.0
6633,O=Cc1ccc(O)c2ncccc12,10000.0,inactive,0,inactive,173.171,1.7529,1.0,3.0
6634,Cc1ccccc1NC(=O)NCCN1CC1,10000.0,inactive,0,inactive,219.288,1.43212,2.0,2.0
6635,c1ccc2nc(OCCN3CC3)ccc2c1,10000.0,inactive,0,inactive,214.268,1.9291999999999998,0.0,3.0
6636,CC1(C)CC(=O)CC(C)(C)N1O,10000.0,inactive,0,inactive,171.24,1.5977,1.0,3.0
6637,O=[N+]([O-])c1cc(F)c2cccnc2c1O,10000.0,inactive,0,inactive,208.148,1.9876999999999998,1.0,4.0
6638,O=[N+]([O-])c1cnc(Sc2ccncn2)s1,10000.0,inactive,0,inactive,240.269,1.9924999999999993,0.0,7.0
6639,C1C2CC3C1C3/C2=N\N=C1/C2CC3C(C2)C13,10000.0,inactive,0,inactive,212.296,2.3550000000000004,0.0,2.0
6640,Sc1nc2ccc(Cl)cc2s1,10000.0,inactive,0,inactive,201.703,3.2384000000000004,1.0,3.0
6641,Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,10000.0,inactive,0,inactive,300.343,2.0128,2.0,5.0
6642,Clc1ccc(SCNc2ccccc2Cl)cc1,10000.0,inactive,0,inactive,284.211,5.155100000000003,1.0,2.0
6643,Cc1nc(/N=N/c2ccccc2)[nH]c1/N=N/c1ccccc1,10000.0,inactive,0,inactive,290.33,5.548920000000003,1.0,5.0
6644,O=Nc1c(-c2cccc([N+](=O)[O-])c2)nc2ncccn12,10000.0,inactive,0,inactive,269.22,2.702400000000001,0.0,7.0
6645,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccc([N+](=O)[O-])cn1,10000.0,inactive,0,inactive,327.127,3.9406000000000017,2.0,4.0
6646,CCOC(=O)/C(C#N)=C1\SS/C(=C(/C#N)C(=O)OCC)S1,10000.0,inactive,0,inactive,342.423,2.7111600000000013,0.0,9.0
6647,Oc1c(CN2CCN(c3ccccc3)CC2)cc(Br)c2cccnc12,10000.0,inactive,0,inactive,398.304,4.025100000000003,1.0,4.0
6648,N=C(Nc1nc(-c2ccccn2)cc2ccccc12)c1ccccn1,10000.0,inactive,0,inactive,325.375,4.129270000000002,2.0,4.0
6649,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(N(CC)CC)cc2)cc1.[Cl-],10000.0,inactive,0,inactive,492.151,3.8042000000000025,0.0,2.0
6650,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(C(=O)O)C[C@H]4[C@]3(C)CC[C@@]21C,10000.0,inactive,0,inactive,450.619,6.697700000000006,2.0,3.0
6651,O=C(Nc1ccc(C2=NCCN2)cc1)c1ccc(C(=O)Nc2ccc(C3=NCCN3)cc2)c(Cl)c1,10000.0,inactive,0,inactive,486.963,3.544200000000002,4.0,6.0
6652,O=c1ccc2nc3ccc(O)cc3oc-2c1,10000.0,inactive,0,inactive,213.192,1.9984000000000002,1.0,4.0
6653,Cl.N=C(N)NCCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc([N+](=O)[O-])ccc23)cc1,10000.0,inactive,0,inactive,530.01,4.076470000000002,5.0,7.0
6654,COC1C(OC(=O)c2ccc(C)[nH]2)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2Cl)OC1(C)C,10000.0,inactive,0,inactive,697.137,5.370320000000004,5.0,11.0
6655,N#Cc1cn(C2OC(CO)C(O)C2O)c2ncnc(N)c12,10000.0,inactive,0,inactive,291.267,-1.5033200000000002,4.0,9.0
6656,CC1OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC1=O,10000.0,inactive,0,inactive,1111.338,2.3433000000000064,6.0,18.0
6657,C[C@H](N)C(=O)N[C@@H]1[C@H]2C(=C(O)C[C@@H](O)[C@@H]2O)C(=O)O[C@]1(C)C(Cl)Cl,10000.0,inactive,0,inactive,383.228,-0.508599999999999,5.0,7.0
6658,CC1=C2C(=CC(C)(C)[C@@H]2O)C(=O)[C@](C)(O)C12CC2,10000.0,inactive,0,inactive,248.322,1.7439,2.0,3.0
6659,Cn1c2ccccc2c2ccc3c(c21)C(=O)C=CC3=O,10000.0,inactive,0,inactive,261.28,3.266700000000002,0.0,3.0
6660,CN1CCN(c2ccc([N+](=O)[O-])c3no[n+]([O-])c23)CC1,10000.0,inactive,0,inactive,279.256,0.12119999999999975,0.0,7.0
6661,C=C(C)C(=O)Oc1ccc(/N=N/c2ccc(C)cc2)ccc1=O,10000.0,inactive,0,inactive,308.337,4.252120000000003,0.0,5.0
6662,Cc1ccc([S+]([O-])c2ccc([N+](=O)[O-])c3nonc23)cc1,10000.0,inactive,0,inactive,303.299,2.6061200000000007,0.0,6.0
6663,CC(C)c1ccc2c(c1)CCC1C(C)(CN)CCCC21C.O=C(O)c1ccccc1,10000.0,inactive,0,inactive,407.598,6.1638000000000055,2.0,2.0
6664,CCCCc1ccc(C(=O)NCCc2c[nH]c3ccccc23)cc1,0.25,active,1,active,320.436,4.483000000000003,2.0,1.0
6665,O=C(NCCc1c[nH]c2ccccc12)c1cc(Br)cc(Br)c1,1.0,active,1,active,422.12,4.665400000000002,2.0,1.0
6666,O=C(NCCc1c[nH]c2ccccc12)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.25,active,1,active,400.322,5.178000000000002,2.0,1.0
6667,O=C(NCCc1c[nH]c2ccccc12)c1ccc(Cl)c(Cl)c1,1.0,active,1,active,333.218,4.447200000000002,2.0,1.0
6668,CCCCc1ccc(C(=O)NCCc2c[nH]c3ccc(Br)cc23)cc1,0.5,active,1,active,399.332,5.245500000000004,2.0,1.0
6669,O=C(NCCc1c[nH]c2ccc(Br)cc12)c1cc(Br)cc(Br)c1,1.0,active,1,active,501.016,5.427900000000002,2.0,1.0
6670,O=C(NCCc1c[nH]c2ccc(Br)cc12)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.5,active,1,active,479.218,5.940500000000003,2.0,1.0
6671,O=C(NCCc1c[nH]c2ccc(Br)cc12)c1ccc(Cl)c(Cl)c1,0.5,active,1,active,412.114,5.209700000000002,2.0,1.0
6672,CCCCc1ccc(NC(=O)NCCc2c[nH]c3ccccc23)cc1,2.0,active,1,active,335.451,4.874700000000003,3.0,1.0
6673,O=C(NCCc1c[nH]c2ccccc12)Nc1cc(Br)cc(Br)c1,0.5,active,1,active,437.135,5.057100000000002,3.0,1.0
6674,O=C(NCCc1c[nH]c2ccccc12)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.125,active,1,active,415.337,5.569700000000002,3.0,1.0
6675,O=C(NCCc1c[nH]c2ccccc12)Nc1ccc(Cl)c(Cl)c1,0.5,active,1,active,348.233,4.838900000000002,3.0,1.0
6676,O=C(NCCc1c[nH]c2ccccc12)Nc1cc(Cl)c(Br)c(Cl)c1,0.5,active,1,active,427.129,5.601400000000003,3.0,1.0
6677,CCCCc1ccc(NC(=O)NCCc2c[nH]c3ccc(Br)cc23)cc1,2.0,active,1,active,414.347,5.637200000000004,3.0,1.0
6678,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1cc(Br)cc(Br)c1,0.5,active,1,active,516.031,5.819600000000002,3.0,1.0
6679,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.25,active,1,active,494.233,6.332200000000002,3.0,1.0
6680,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1ccc(Cl)c(Cl)c1,0.5,active,1,active,427.129,5.601400000000002,3.0,1.0
6681,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1cc(Cl)c(Br)c(Cl)c1,0.5,active,1,active,506.025,6.363900000000002,3.0,1.0
6682,CCCCc1ccc(NC(=O)NCc2c[nH]c3ccccc23)cc1,2.0,active,1,active,321.424,4.832200000000003,3.0,1.0
6683,O=C(NCc1c[nH]c2ccccc12)Nc1cc(Br)cc(Br)c1,1.0,active,1,active,423.108,5.014600000000002,3.0,1.0
6684,O=C(NCc1c[nH]c2ccccc12)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.125,active,1,active,401.31,5.527200000000002,3.0,1.0
6685,O=C(NCc1c[nH]c2ccccc12)Nc1ccc(Cl)c(Cl)c1,2.0,active,1,active,334.206,4.796400000000002,3.0,1.0
6686,O=C(NCc1c[nH]c2ccccc12)Nc1cc(Cl)c(Br)c(Cl)c1,1.0,active,1,active,413.102,5.558900000000002,3.0,1.0
6687,CCCCc1ccc(NC(=O)Nc2ccc3[nH]ccc3c2)cc1,1.0,active,1,active,307.397,5.154500000000003,3.0,1.0
6688,O=C(Nc1cc(Br)cc(Br)c1)Nc1ccc2[nH]ccc2c1,1.0,active,1,active,409.081,5.336900000000002,3.0,1.0
6689,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1ccc2[nH]ccc2c1,1.0,active,1,active,387.283,5.849500000000002,3.0,1.0
6690,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccc2[nH]ccc2c1,2.0,active,1,active,320.179,5.118700000000002,3.0,1.0
6691,O=C(Nc1cc(Cl)c(Br)c(Cl)c1)Nc1ccc2[nH]ccc2c1,1.0,active,1,active,399.075,5.8812000000000015,3.0,1.0
6692,CCCCc1ccc(NC(=O)Nc2ccc3cc[nH]c3c2)cc1,2.0,active,1,active,307.397,5.154500000000003,3.0,1.0
6693,O=C(Nc1cc(Br)cc(Br)c1)Nc1ccc2cc[nH]c2c1,2.0,active,1,active,409.081,5.336900000000002,3.0,1.0
6694,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1ccc2cc[nH]c2c1,1.0,active,1,active,387.283,5.849500000000002,3.0,1.0
6695,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccc2cc[nH]c2c1,2.0,active,1,active,320.179,5.118700000000002,3.0,1.0
6696,O=C(Nc1cc(Cl)c(Br)c(Cl)c1)Nc1ccc2cc[nH]c2c1,2.0,active,1,active,399.075,5.8812000000000015,3.0,1.0
6697,CCCCc1ccc(C(=O)NCCc2c[nH]c3ccccc23)cc1,4.0,active,1,active,320.436,4.483000000000003,2.0,1.0
6698,O=C(NCCc1c[nH]c2ccccc12)c1cc(Br)cc(Br)c1,4.0,active,1,active,422.12,4.665400000000002,2.0,1.0
6699,O=C(NCCc1c[nH]c2ccccc12)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,8.0,active,1,active,400.322,5.178000000000002,2.0,1.0
6700,O=C(NCCc1c[nH]c2ccccc12)c1ccc(Cl)c(Cl)c1,2.0,active,1,active,333.218,4.447200000000002,2.0,1.0
6701,CCCCc1ccc(C(=O)NCCc2c[nH]c3ccc(Br)cc23)cc1,4.0,active,1,active,399.332,5.245500000000004,2.0,1.0
6702,O=C(NCCc1c[nH]c2ccc(Br)cc12)c1cc(Br)cc(Br)c1,4.0,active,1,active,501.016,5.427900000000002,2.0,1.0
6703,O=C(NCCc1c[nH]c2ccc(Br)cc12)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,8.0,active,1,active,479.218,5.940500000000003,2.0,1.0
6704,O=C(NCCc1c[nH]c2ccc(Br)cc12)c1ccc(Cl)c(Cl)c1,1.0,active,1,active,412.114,5.209700000000002,2.0,1.0
6705,CCCCc1ccc(NC(=O)NCCc2c[nH]c3ccccc23)cc1,16.0,active,1,active,335.451,4.874700000000003,3.0,1.0
6706,O=C(NCCc1c[nH]c2ccccc12)Nc1cc(Br)cc(Br)c1,1.0,active,1,active,437.135,5.057100000000002,3.0,1.0
6707,O=C(NCCc1c[nH]c2ccccc12)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.5,active,1,active,415.337,5.569700000000002,3.0,1.0
6708,O=C(NCCc1c[nH]c2ccccc12)Nc1ccc(Cl)c(Cl)c1,0.5,active,1,active,348.233,4.838900000000002,3.0,1.0
6709,O=C(NCCc1c[nH]c2ccccc12)Nc1cc(Cl)c(Br)c(Cl)c1,1.0,active,1,active,427.129,5.601400000000003,3.0,1.0
6710,CCCCc1ccc(NC(=O)NCCc2c[nH]c3ccc(Br)cc23)cc1,16.0,active,1,active,414.347,5.637200000000004,3.0,1.0
6711,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1cc(Br)cc(Br)c1,2.0,active,1,active,516.031,5.819600000000002,3.0,1.0
6712,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,2.0,active,1,active,494.233,6.332200000000002,3.0,1.0
6713,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1ccc(Cl)c(Cl)c1,1.0,active,1,active,427.129,5.601400000000002,3.0,1.0
6714,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1cc(Cl)c(Br)c(Cl)c1,0.5,active,1,active,506.025,6.363900000000002,3.0,1.0
6715,CCCCc1ccc(NC(=O)NCc2c[nH]c3ccccc23)cc1,16.0,active,1,active,321.424,4.832200000000003,3.0,1.0
6716,O=C(NCc1c[nH]c2ccccc12)Nc1cc(Br)cc(Br)c1,8.0,active,1,active,423.108,5.014600000000002,3.0,1.0
6717,O=C(NCc1c[nH]c2ccccc12)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,1.0,active,1,active,401.31,5.527200000000002,3.0,1.0
6718,O=C(NCc1c[nH]c2ccccc12)Nc1ccc(Cl)c(Cl)c1,16.0,active,1,active,334.206,4.796400000000002,3.0,1.0
6719,O=C(NCc1c[nH]c2ccccc12)Nc1cc(Cl)c(Br)c(Cl)c1,8.0,active,1,active,413.102,5.558900000000002,3.0,1.0
6720,CCCCc1ccc(NC(=O)Nc2ccc3[nH]ccc3c2)cc1,16.0,active,1,active,307.397,5.154500000000003,3.0,1.0
6721,O=C(Nc1cc(Br)cc(Br)c1)Nc1ccc2[nH]ccc2c1,16.0,active,1,active,409.081,5.336900000000002,3.0,1.0
6722,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1ccc2[nH]ccc2c1,8.0,active,1,active,387.283,5.849500000000002,3.0,1.0
6723,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccc2[nH]ccc2c1,16.0,active,1,active,320.179,5.118700000000002,3.0,1.0
6724,O=C(Nc1cc(Cl)c(Br)c(Cl)c1)Nc1ccc2[nH]ccc2c1,8.0,active,1,active,399.075,5.8812000000000015,3.0,1.0
6725,CCCCc1ccc(NC(=O)Nc2ccc3cc[nH]c3c2)cc1,8.0,active,1,active,307.397,5.154500000000003,3.0,1.0
6726,O=C(Nc1cc(Br)cc(Br)c1)Nc1ccc2cc[nH]c2c1,16.0,active,1,active,409.081,5.336900000000002,3.0,1.0
6727,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1ccc2cc[nH]c2c1,8.0,active,1,active,387.283,5.849500000000002,3.0,1.0
6728,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccc2cc[nH]c2c1,16.0,active,1,active,320.179,5.118700000000002,3.0,1.0
6729,O=C(Nc1cc(Cl)c(Br)c(Cl)c1)Nc1ccc2cc[nH]c2c1,16.0,active,1,active,399.075,5.8812000000000015,3.0,1.0
6730,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1cc(Cl)c(Br)c(Cl)c1,1.0,active,1,active,506.025,6.363900000000002,3.0,1.0
6731,O=C(NCCc1c[nH]c2ccccc12)Nc1cc(Br)cc(Br)c1,8.0,active,1,active,437.135,5.057100000000002,3.0,1.0
6732,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1ccc(Cl)c(Cl)c1,2.0,active,1,active,427.129,5.601400000000002,3.0,1.0
6733,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1cc(Cl)c(Br)c(Cl)c1,2.0,active,1,active,506.025,6.363900000000002,3.0,1.0
6734,O=C(NCCc1c[nH]c2ccccc12)Nc1cc(Br)cc(Br)c1,8.0,active,1,active,437.135,5.057100000000002,3.0,1.0
6735,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1ccc(Cl)c(Cl)c1,4.0,active,1,active,427.129,5.601400000000002,3.0,1.0
6736,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1cc(Cl)c(Br)c(Cl)c1,4.0,active,1,active,506.025,6.363900000000002,3.0,1.0
6737,O=C(NCCc1c[nH]c2ccccc12)Nc1cc(Br)cc(Br)c1,16.0,active,1,active,437.135,5.057100000000002,3.0,1.0
6738,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1ccc(Cl)c(Cl)c1,8.0,active,1,active,427.129,5.601400000000002,3.0,1.0
6739,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1cc(Cl)c(Br)c(Cl)c1,4.0,active,1,active,506.025,6.363900000000002,3.0,1.0
6740,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1cc(Cl)c(Br)c(Cl)c1,16.0,active,1,active,506.025,6.363900000000002,3.0,1.0
6741,O=C(NCCc1c[nH]c2ccccc12)Nc1cc(Br)cc(Br)c1,4.0,active,1,active,437.135,5.057100000000002,3.0,1.0
6742,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1ccc(Cl)c(Cl)c1,2.0,active,1,active,427.129,5.601400000000002,3.0,1.0
6743,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1cc(Cl)c(Br)c(Cl)c1,0.5,active,1,active,506.025,6.363900000000002,3.0,1.0
6744,O=C(NCCc1c[nH]c2ccccc12)Nc1cc(Br)cc(Br)c1,4.0,active,1,active,437.135,5.057100000000002,3.0,1.0
6745,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1ccc(Cl)c(Cl)c1,2.0,active,1,active,427.129,5.601400000000002,3.0,1.0
6746,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1cc(Cl)c(Br)c(Cl)c1,0.5,active,1,active,506.025,6.363900000000002,3.0,1.0
6747,O=C(NCCc1c[nH]c2ccccc12)Nc1cc(Br)cc(Br)c1,8.0,active,1,active,437.135,5.057100000000002,3.0,1.0
6748,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1ccc(Cl)c(Cl)c1,4.0,active,1,active,427.129,5.601400000000002,3.0,1.0
6749,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1cc(Cl)c(Br)c(Cl)c1,1.0,active,1,active,506.025,6.363900000000002,3.0,1.0
6750,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1cc(Cl)c(Br)c(Cl)c1,1.0,active,1,active,506.025,6.363900000000002,3.0,1.0
6751,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1cc(Cl)c(Br)c(Cl)c1,4.0,active,1,active,506.025,6.363900000000002,3.0,1.0
6752,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1ccc(Cl)c(Cl)c1,1.0,active,1,active,427.129,5.601400000000002,3.0,1.0
6753,Cc1ncc([N+](=O)[O-])n1CC(O)CN1C(=O)c2cccc3c(N4CCCC4)ccc(c23)C1=O,69000.0,inactive,0,inactive,449.467,2.5102200000000003,1.0,8.0
6754,Cc1ncc([N+](=O)[O-])n1CC(O)CN1C(=O)c2cccc3c(N4CCCCC4)ccc(c23)C1=O,69000.0,inactive,0,inactive,463.494,2.9003200000000016,1.0,8.0
6755,Cc1ncc([N+](=O)[O-])n1CC(O)CN1C(=O)c2cccc3c(N4CCOCC4)ccc(c23)C1=O,69000.0,inactive,0,inactive,465.466,1.7466199999999998,1.0,9.0
6756,Cc1ncc([N+](=O)[O-])n1CC(O)CN1C(=O)c2cccc3c(N4CCNCC4)ccc(c23)C1=O,69000.0,inactive,0,inactive,464.482,1.3196199999999996,2.0,9.0
6757,CCN1CCN(c2ccc3c4c(cccc24)C(=O)N(CC(O)Cn2c([N+](=O)[O-])cnc2C)C3=O)CC1,13000.0,inactive,0,inactive,492.536,2.05192,1.0,9.0
6758,CCCCN1CCN(c2ccc3c4c(cccc24)C(=O)N(CC(O)Cn2c([N+](=O)[O-])cnc2C)C3=O)CC1,13000.0,inactive,0,inactive,520.59,2.8321200000000015,1.0,9.0
6759,CCCCCCN1CCN(c2ccc3c4c(cccc24)C(=O)N(CC(O)Cn2c([N+](=O)[O-])cnc2C)C3=O)CC1,13000.0,inactive,0,inactive,548.644,3.612320000000002,1.0,9.0
6760,CCCCCCCCN1CCN(c2ccc3c4c(cccc24)C(=O)N(CC(O)Cn2c([N+](=O)[O-])cnc2C)C3=O)CC1,13000.0,inactive,0,inactive,576.698,4.392520000000004,1.0,9.0
6761,CCCCCCCCCCN1CCN(c2ccc3c4c(cccc24)C(=O)N(CC(O)Cn2c([N+](=O)[O-])cnc2C)C3=O)CC1,13000.0,inactive,0,inactive,604.752,5.172720000000004,1.0,9.0
6762,CCCCCCCCCCCCN1CCN(c2ccc3c4c(cccc24)C(=O)N(CC(O)Cn2c([N+](=O)[O-])cnc2C)C3=O)CC1,13000.0,inactive,0,inactive,632.806,5.952920000000008,1.0,9.0
6763,Cc1ncc([N+](=O)[O-])n1CC(O)CN1C(=O)c2cccc3c(N4CCN(CCO)CC4)ccc(c23)C1=O,13000.0,inactive,0,inactive,508.535,1.02432,2.0,10.0
6764,C=CCN1CCN(c2ccc3c4c(cccc24)C(=O)N(CC(O)Cn2c([N+](=O)[O-])cnc2C)C3=O)CC1,13000.0,inactive,0,inactive,504.547,2.21802,1.0,9.0
6765,C#CCN1CCN(c2ccc3c4c(cccc24)C(=O)N(CC(O)Cn2c([N+](=O)[O-])cnc2C)C3=O)CC1,13000.0,inactive,0,inactive,502.531,1.66522,1.0,9.0
6766,Cc1ncc([N+](=O)[O-])n1CC(O)CN1C(=O)c2cccc3c(N4CCN(CC#N)CC4)ccc(c23)C1=O,13000.0,inactive,0,inactive,503.519,1.5555999999999994,1.0,10.0
